c4
Rg8+
Rg7+
Kc8
Kb6
Kxd6
Rxb7
Bxa2
Bxb3
Rb6+
h7
Rb5
Kc5
Rd8+
Rh1#
Ba1
Bc3
Rbf1
Rxb1+
Nxb1
Nd8
N4g3
Nxg3
Bxg7
Kxg7
Qc3+
Nxh7+
Ra7+
Re2+
Ra8+
Rf1+
Nf5+
Re6+
Nxd6
Kd6
Rh1
Rh6+
Kb5
c3+
Nxc2
Rh7
Kc4
Rb7+
Ka8
Rh4
d7
Rh5+
Bxd7
Nc7#
Bxc3+
Nde7
Qa3
Qxd8
Qb8
Rxd8+
Ncb4
Nab4
Nd3#
cxb5
Qxb6
dxe6
Bxe6
Bb6
Rxe3
fxe3
Rxe8+
Rf6+
N7f6
Neg5
Ng6+
Ne5#
Qxb2
Ng7
N1h2
N1d2
Ba2
Rxf6
Rbc1
Rxd1+
exf3
Re7+
gxf3
Nxa4
Qxa4
Bxb5
Ba7
Bc7
Rxb5
Bxb8
Ra6
Rc3+
b7
Rc4+
g4+
Bc5+
fxe4+
Bxf2
Ka4
e2
e1=Q
b8=Q+
Qd6+
Qc7#
Bxf3
Qxh2+
Bxe3
Qc1+
Qd2+
Qg5+
Qh5+
Qh6#
Rde1
Reh2
Rxh8
Nxh8
Bxd4
Rab1
Rfc1
Rcb8
Rbb7
Qg5
exd6
Rxh4+
Rxg5+
Ndf5
Rbd1
Rg6
Qb2
Rfa8
Rca3
Qxa7
Qf2#
Qxb5+
Qxc6+
Ndc3
Nc8
Rc7+
Na4+
Ka6
Nxc5+
bxc4+
Rhe8
Rxd2+
Bxd2+
Kxc4
Nce4+
Be3+
Rc5#
Ngf6
Nxd3
Rxd2
Ree7
Bxb2
Rhg7
Re7#
Rbe8
Rxb4
Qxb4
Rhd1
Rxh2
Rh3+
Rxd4+
Ka5
c6+
Ree2
Rec2
Ra1+
Ra4+
e5+
Bd5#
Nb1
Ndf6
Qe1#
Nef6
bxa6
Bxf1
Nxg7
Bc3+
Qxg4+
Qg7+
Nd4#
Bxd5+
Rdc7
Qxf1#
Rah8
Qh3#
Bxa8
Qxe5
Rxe5+
Qxh8
Qa8
Qxh7
Bh5+
Rxg6+
Kb3
Rxh4
Rc8#
Bxf7
Ref7
Qxg1#
d2
d1=Q+
Qxd1
Kxf6
Rd1+
Kxe4
Rxh6
Rg5#
Bxc8
Bh3+
Bc4+
Rxc8#
Nhf5
Nh6+
Nbc5
Qg4+
Qe6#
Bxb6
axb6
Qxb8
Rxb8
Rxb8+
Qd3+
hxg6+
Rxh5+
Ba3+
Rhd8
Qf3+
Bg2#
Bxa5
Rfb8
Qa7
Ndc4
Be8
Rf1#
Rxe6+
Re4
Rg4+
Qe4#
Nfd2
Ba3
Bf8+
Rxf8
Bh6+
Qxd3+
Nf2+
Qxf2
Nxe7+
Qxa1+
Rxf1+
Qxf1
Rde8
Raf1
R6xf2
gxf2
Bxe8
Rxe8
Qxe4+
Rxe7
Kxe5
Re8#
Ngf3
bxa5
Qxa5
Nbc6
fxg3
Qxd8+
a1=Q
Qxg6+
Qe8+
Nce5
Bxg2
Rxg2
Rbc8
Nxb6
Nxe8
Bxe5+
Qxf7#
Rbd8
exf2+
Qc2#
Nd4+
Qg3#
Na7
cxd6
Qxd6
Ncd4
Nbd5
Nce6
Ndxf3+
Nexf4
Qxh1
Rxh1+
Ne7+
Nd6+
Rxd6
Qg7
Qxf6+
Rxd3
g7
Rd6+
Re8+
h7#
N1c3
R5b6
Qxb6+
Rda1
Qxf8#
N1f3
Qxa1
gxf7+
Nxe6+
Ng6#
Qxb5
Rxh6+
hxg5+
Bxg5+
Qg3+
Qe5#
Nde2
hxg4+
Qxf5+
Rhe6
Re4+
R6e5#
Rbb4
Rbd4
Qh8
Nd2+
f2+
f1=Q#
Qxg6
Rh7+
Rxh3+
gxh3
Qxc2#
Rxf8+
Red1
Bxf2+
Qxe2#
Qd1#
Nxd8
fxe1=Q+
Nh3+
Nf4+
Raf8
Ne4+
Rf2#
dxe3
Rdg8
Rhg8
Qxg2#
dxc3
R8f7
Red2
Nc5+
Rxh5
Rh4+
Rd4#
Bh2
Rfe8+
Rc6+
Qd3#
Bxd6
Nxg4
Nfe8
fxe2
cxb7
Qb7+
Rxd7
Ng2
Rxa1
f3+
Nxf4+
Qxd6+
Nxf3#
Bxh2
Qc8+
Nbd4
Qxe8+
Rxa8
Bxa3+
a7
Rg7#
Nxf5+
Rdd7
Rdg7#
Rxc3
Rge8
Bb6+
Rh3#
Bxg7+
Rhd2
f4#
Rxh1
Qh2
Rd1#
c4+
Bxe3+
Nh1
Qxc8
Kxh4
N8h7
Rdg1
Nhg8
Rhf1
Nxb5
Nec4
Rxf7+
Rag1
Rhxg7
Qxf2+
R1g2
Qf7#
Rgh7
Rhh4
Reg4
Rxh2+
Qxg2+
Bxc1
Qxg1+
Bg4#
Bxb4
Qxf1+
h6+
Qxg5+
Qe5+
Qd1+
Qxh5+
Qf2+
g6+
Kxg6
Nxe3
Qxh3
Rxb7+
Nge4
Qh8+
Nd5+
Kxf4
Kxf3
Kxg4
O-O-O#
Rce6
R3e6
Rg1#
Ree8
Kxh8
Reb8
Nxd6+
Ne6+
Rf5+
Nf7#
Nc2+
Nxa1
Nb3+
Nxd2
Nbxd2
Re3+
Kxa7
Ba5+
Rd8#
Rbc2
Nxh3+
Qxd1+
Kxd7
Rhb8
Rb5+
d1=Q
Ka2
Qf3#
Ree1
Rcd1
Bxg2+
Bg7+
exd7
Rgg7
Rf8#
Rce8
Nb3#
R1c6
R4f7
Rxd7+
g4#
Nh5+
f6#
Nhf4
Kxe2
Rc6#
Bf2+
axb3+
axb3
Nxd3#
Rfb1
Bh4#
R7c6
Rdc6
Bf7+
Rcg7+
c8=Q+
Qd7+
Rd4+
Rec8
Qxc1+
Qc1#
Bxh7+
Nh7+
Bg5+
Qxg8
Qxf8
Kb7
Qd2#
Rca1
R4a3
Rxa5
Raa7
Rxc6#
Nxc8
Rgg8
e7
Kxc6
e8=Q+
f2
Ng7+
Qe7#
Nce8
Rdh2
Rxg7
Rxg8#
Qg6#
Rcf7
a8=Q
Rxb1
Qxa6
Rxc8+
c8=Q
Qxf3+
Qcg8#
Ned6+
Qa5#
Nbc4
Nxe7
Bxg6+
Qxg7#
Bxh1
Kxe3
Qc2+
Bxf6+
Nd3+
Ncxe7
Nfd5
Rdxd5
Bh7+
Nhg6
Ndf1
Ngxf4
Nge5
exf2
Qxh2#
Ndb5
Nce3
Nexd5
Bf3+
exf6+
Qxd6#
N5c3
Nce7
Bg8
b8=Q
Rfxf3
Qe1+
Nxh4
Rga1
Qxb1
Rxh6#
Nhf3
N2f3
Rexc6
Rd3+
bxa3
c1=Q
Rc1#
Qxe8
Bxa7
Bxc4+
Qxf8+
a8=Q+
Rbxc4
Rg6+
Bh7
Ncxe4
R6xg5
Be5+
Qf6#
Raa1
Rba3
R3a4
Raxa2
Ngxe5
Qxh6+
Rh7#
Qxa5+
Rca8
h5#
Nxg2
Rdc1
Nxg3+
Bb4#
Rb8+
Bd2+
Re1#
Rfb7
N5e3
R6b7
Nxb8
g5+
Qxh3#
exd3
Qxe6
Rfe2
Ke4+
f5+
Bd6+
Nec5
Qb3#
Rd5+
bxc5+
Kxc5
Kxb6
f8=Q
Qg8
Kxh2
Qxf4+
Neg4
fxg7
Rxe1
Nf2#
Qh4#
fxg3+
Qxe1+
Rh4#
Rcc6
Rcg6
Qxa2+
b5+
Qc4#
gxh2+
Qxe3+
Rhf4
Bxd4+
Be4#
Naxc5
Ne3+
Qxb7#
Nec6
Nc7+
Rd7#
h5+
gxh7+
Rxc7+
Ref8
Qb4+
Qb7#
Bxh5
Rxf6+
Qf5#
Ncxe5
Bxh2+
R6f7
Bd5+
R1e3
Bxb1
Nac4
e3+
Rxc3+
Kxc3
Nb5+
Kxf5
d2+
Nc3#
Rhg3
Rgg1
dxc5+
axb4+
exd4+
Ra5+
bxc2
Kxc2
Rdd2
Rca4
Rga8
f6+
Nxd8+
Nxf8
Nfg4
Ned7
Nab5
d5#
Rcxf5
R5xf6
Rxe4+
Kxb7
a7+
Nfe5
Nfg6
Rxg8
Bxh6+
Ne5+
Bg7#
Qxg5#
Qa8#
Bxc5+
Rfc1+
Kxb3
Rcc3
Rab3+
Rc5+
Rbb3
N8a7
Rdf8
Rcb1
Rhc8
R8c7
axb7
Rxc2+
Qxb3+
R8d7
Rff2
R7d4
Ref1
Rgf2
Nxh6
axb2
Rea1
R1a7
Bxg3+
Rxg1+
Rc2#
Nf6#
Rfe7
Nbxd5
Kxb5
a4+
axb5+
b4+
b1=Q+
Qe2#
Nxc3+
Nb4+
Kxa2
e2+
Qa6#
Nxe1
N3d2
Nxe2+
Nef4
Rgc8
gxf5+
Nxf1
Qxg8+
Re6#
Ncb5
N4b5
Nxc4+
Re5+
f3#
Bf6+
Rgxg7#
Rdb1
Qa3+
Nfe4+
Ng3+
Ndf1#
gxh4
Rff7
Rag3
Kxe8
Bxd6#
Bxh7
Rcd6
Nd7+
f7+
h8=Q+
f8=Q+
Qhf6#
Rgd3
Ba6#
Be2+
cxb2
Qxf4#
Rfxd1
Nxh6+
Rea3
Rbf4
Rac3
Rg5+
Rgc5
R7f6
Rge5
R7e5
R7f5
R3e4
Qxc4+
Qxa3+
d8=Q
a1=Q+
Ng7#
Nh3#
Rdh8
Nxh1
Kxh1
Nxh5+
Rf7#
Nf1+
Nxf6#
Ned3
Ngh4
Nh7#
Rdd8
Rcc1
Ng8#
Nh2#
Ra6+
Bxh4+
Rxg8+
O-O-O+
b3+
Ka3
Nb1+
Qb2#
Bxc6+
Rf5#
Rdg1#
Kxd2
Nfe7
Rhb1
Rbb1
Be8#
Qxe7+
Bd8+
N6f5
Nxe3+
Be6+
Qxh2
Nxc7+
hxg2
Qxa7+
Rgxg2
Ref2+
Raf2+
Rbxb3
Nxa7
h8=Q
Nxh5
Qxa4+
Nh6#
Rdh1
Nxb3+
hxg7+
Nhxg4
Bc1#
Nxd3+
hxg7
gxf8=Q+
Bxf8+
Bd3+
Nc4+
Nh4#
Nde4
Na8
Nab6
Bh6#
Rcg8
Bf5+
Ra2#
Rfb8+
Rb6#
Nc6+
Rhh8
cxb4+
Rc4#
exf5+
Bc8+
Raxb3
Rf6#
Qd4#
Ndb1
N5xa3
Ng3#
Qxc5+
Qg4#
R1d7#
Ncxd5
Rxb2+
Na2#
exf7
Ba4+
Bd7+
Bxg4+
Bf2#
Rgb7
Qxc3+
Rhg1
Rxb3+
Rxe8#
Bb3+
Bxb6+
fxe2+
Ng2#
Qaa7
gxf4+
Qf4#
Qxd7+
Rxg4+
Bf8#
N1e2
Rbc6
Rg8#
Ne8+
Bxe4+
Rcc8
Nge3
Nh8
Rxg7#
Nac3
Nba5
R1d5
Qxc8+
Qxb7+
Qd6#
Qxe2+
Rba2
R1a2
Rcc7
R2a4
Rxc6+
Ncb3
Bxg4#
Rb4+
g3+
Bf1#
Ree5
Rhe3
Nxh3
Rxg1
Ned4
Nfd4
exf7+
Nxf7+
Na2+
Kxb2
e8=Q
Ng2+
Bf3#
hxg3+
Nxd5+
Bd1+
Bg2+
Nf3#
Nef5
N8xd7
Nfe4
Qa6+
h3+
Rh6#
R3f2
dxc2+
Reg8
Rgf1
Be5#
Qg5#
Bxa3
Bxb2+
Nxg4+
Bxd3+
Kxd3
N6g5
Nxf2#
Bxb4+
R8d6+
Rcf3
Rxf5+
Rh5#
Neg6
Bc6#
fxg4+
Bb5#
Qxh3+
Nxe5+
Nexc5
Raa8
Rexc3
Rxh2#
c8=Q#
Re3#
Kxg8
Rg2#
Raf2
Kxc8
d7#
Nfe2
Kxf1
gxh2
Bc2+
Nb7+
Nc8+
Qh1#
f5#
Ndxf4
Bxf4+
Bf7#
Ncd7
Qb4#
gxh5+
Re5#
fxg6+
gxf7
Qe8#
Bxc1+
Bg8+
Ncxb5
Nxb4+
Nb6+
Nxa3
Rxd3#
Rbc7
Rcxf4
Qd5#
Ncd2
Bxh3+
Qxe4#
cxb2+
fxg7+
c5+
Ra4#
R4b6
a5+
b6+
axb6+
f1=Q
Rah1
h2
Qd8#
Rbd7
Bxg7#
Nce4
e7+
Bxc2+
Rb4#
Nh2+
Nd8+
g8=Q
Ng5#
Rxa7+
Nxd6#
Rxd7#
exd6+
Kxb4
Kxb1
Ra3#
Nfxd4
Nexd4
Neg3
Bxg2#
d3+
Rd2#
Neg1
dxc7
Kf4+
Ndxe5
Bg6+
Be8+
gxh6+
Qxh8#
Ref5
Nxc2#
Rbf8
R8e3+
Rxh3#
Bxg8
Qxg6#
Rxa2+
Nh4+
Rdxf1#
dxe7
R2xd7
Ngf8+
dxe4+
Nfxd5
Nxf2+
Reb7
Rba1
R2a3
R2a7
Raxd1
N6d7
Rgf7
Rfxg8#
Ndb3
Kxd4
Rxb4+
g2
f8=N
g1=R#
d6+
e8=Q#
exd8=Q+
Rxf8#
Rcf1
Raf1#
Bh2+
g8=Q+
Rxd8#
Qxa8+
N2c3
R8d4
Rexe4
Rdxg2+
Raxd8
Raxa5
Raa4
Raa5
Rgf5
Ned2
e8=B#
Red7
Rd6#
Rfb2
Rfg8
R1b7+
Rxb6+
Rd5#
Bxf3+
gxf6+
Kh4+
Qxh7#
Ba6+
Bb7#
Qxh4+
Rcg1
Qxh5#
Rha1
R7a3
h7+
Bh1
Rgd7
Rxf3+
Qxb8+
Rbc3
Rcxc4
Rb8#
Rha8
a6+
Kxa4
d8=Q+
N6h5
Nhg3#
Bxe7+
Rae2
Rfxf7
g1=B#
Qxa6#
Rfxc1
Ndxc5
Rxd6+
Rdf3
Rxh4#
Nxg1
Kxa6
Ra6#
Bxb7+
N7e5
Nbd6
Nf5#
Naxc4
Bf6#
h3#
Nxb6+
Rcf8
Ng1+
N7xc6
Rxf7#
Rce7
Nxc6+
c5#
Rb2#
R5d6
R8d2+
Nfe3
R8g2+
fxe6+
cxd4+
Kxd4+
Bxa2+
Nf4#
Rcxc2
Rbe4
b7+
b8=Q#
g7+
Nfe6
N4c5
Nac7
Rdd6
bxc8=Q+
Ngf5
Ndxb2
Ndf5+
Nxa2+
Nce5+
g8=N#
R7e5+
Ra7#
g2#
d4#
Rda2
R8a7+
Raxh7
R8g6
R3g4
Rxg2#
Na3+
Qb1#
Kxe1
Qxc7+
bxa2
Rde3
R1c2+
R2c3+
R3c4+
Rbf7+
Rde7+
Ba4#
R5e7
Rdh3
Qa1#
Ned5
N3d5
N7xe6+
R8c2
N8c6
R8c3
Rcg1#
Rxb1#
Rdb8
axb2+
e1=Q#
N3h5
e4+
Nxf7#
Bxe1+
Qxg8#
Na1
d5+
Ba5#
d4+
Ngxe4
Qcf7+
Qgxh7+
Qff5#
g1=Q+
e1=R
Rxd3+
Nhf3+
Nxd4+
fxg4#
Rfd4
Rhxh5
Rhg5+
Rad2
Rf4#
Rff6
Rxf2#
Rac2
Raa6
Rxf4+
h2+
c1=Q+
Rbxa4
R1xf4
Ne7#
Rhd4
Kxa1
Qb5#
h4#
N5c4
N4f3
Ndxf1
Ng4#
Naxc3
f1=R
Qgg7#
Nxg8
h1=Q
R1c3
R3c6
Nxc2+
Nxh2+
Kxg1
Bg4+
Rgf4
Raf3
Rexe7
f1=Q+
Rxf1#
Rfd3
Rhh7
Kf6+
Nxe7#
Nxg7+
Nb2+
Ree3
Rfe1+
Bxc6#
Kxc1
Bxe8+
Rde2
Neg7
Rxe3+
Qc5#
Rc3#
Ned3#
Rad7
Rdh4
Qxb4+
R4c5
Rcd5
Rgd5
R8d5
Rbb8
Raxd5
Nxe1+
Qxh6#
Nxb7+
Rad3
Rdh7
Nab1
Bxg1
Nhg3+
Qxf3#
Ndb4
Bb7+
Nd6#
Rcxc3
Rxe2#
Rcd2
Rab7
Rxc5+
Rxg4#
Ngxe2
Rcg3
R8g4
Rgxe4+
Ree4
Rcc5
g2+
Nxg6#
Rbxb7
fxe8=Q
c2+
Nec3
Raa2
Rdg7+
Rag7+
Rgd2
Bxf7#
f8=R#
R2d5
R5d7
R6e7
Qxf6#
Rhxg6
Rhxf1
Nxe4+
Nba6
R6e2
Ngxe6
Qxg3#
Rfa1
Bxh8
Qxc7#
Rgxg5+
Qgxg3+
dxe1=Q+
R1b5
Rbxe5
Nxd7+
Red6+
Qxd4+
Ndf4
Rgxe3+
Rxe3#
Nac6
Rdf2
Nxg8+
N5b6
Rdxd6
Rge6#
Rda7
Rdd3
Bxd6+
Qxc8#
Ndf8
N6h7
Nexd1
N3e4
Nfh2
Rfg7
Nac5
Rxa8+
Rde7
gxh3+
Ngh6
Rdxf8
gxf2+
N3c5
f1=R+
Ndc5
Nbxd4
Nh8#
Nexf5
Rgd8
Nec4+
Nde3
bxc2+
Ba2+
Nbxd6
R1c2
R5c3
fxg2
R1d3
N4h6
Ne6#
dxe2
Rxd1#
Bxb5+
Rda6
R8a7
R4a6
Rb7#
Nexd3+
Nc1+
cxb5#
Qxf2#
Kf3+
Kh7+
R1f7#
Bh5#
Red3
Ra8#
N2e4
R5f7
Ndb6
R1f4
Be7#
N5e4
hxg6#
Bxd4#
N5g6
Rxe5#
Rbb2
Rbe2
R6e5+
Rac1+
Rxb5+
Bxa7+
Rac5
Rhg6
Rxh8+
R8g7
Nc4#
Rhxh7#
Kxa8
g8=Q#
Qxe8#
Nexc3
Nc6#
Ba7+
Kxa5
Qa3#
Rce5
Nxa3+
Rb1#
cxd5+
hxg3#
Rexe7+
Rcd7
Rba7
Rbh1
R5h4
Rbf7
e4#
R5d2
R1d7+
Be2#
Nhf6
Qxg1
Rec7
gxf1=Q
bxc7
R6xb5
R1b2
Raxd7
e5#
Rdc3
Rdxd7
Nxe8+
fxg2#
Rcb7
Rfg1
bxa7
exf1=Q+
R8e2
R8e7
R7e2
Rba8
Be6#
Qxh8+
Rg6#
Rae8+
Qxd2#
cxd2+
Ba3#
Rxa3+
Rxa4+
Bxf5+
Rxg5#
R4d3
g3#
R5e2
Qxd8#
Ndc6
N4e5
Ne3#
Rab3
Rfh3
Ndxe4
cxd7
Ncxe2
Neg3+
Qa4#
Bxh5+
R1f6
Rbb6
Rbd6
Rdf6
f7#
Rgh1
Nb6#
Qxe7#
Nbxc7
Nce6+
Rff8
Nfd6
N5f6
Rde1+
Rc7#
Bc3#
Rcf2
R2f6
Rgb6
Rfb2+
Rhg1+
N2c4
Nde6
Nca5
g1=Q
R1a6
Bc7+
R8b6
Rac7
Rhc3
Rcb6
R3b4
R4b7
Qxb6#
R8xc3
Qxe5#
Nc2#
Rae7
Rbg8
R8g2#
N4b3
Rag2+
Rcg2
Rbxb2
Rbd2
Rcxe3
R1d2
R3e5
Nfg5+
Neg5+
N4c6
R7d6
d2#
N3h4
Ngh6+
Bf5#
Rxb7#
Qb8#
d8=R
R6d5
Rexh2
exd8=Q
N8e7
Rdxe2
h1=Q+
Raxa7
Rgf8
Ne2#
Rge4+
Rfe4+
Rfc7
R7f2
R1f5
fxe5+
b5#
Nec7
Rae2+
Be3#
Ngf5+
Ref3
R2d3
Rge7+
Rdg7
a6#
Ncd3
Rhh3
Rgxe4
Kc3+
Nd2#
Nxa7+
Rcd3
Ndxb5
R8f3+
R3d2
Reh8
R8h4
Nxg2+
fxg5+
Rge2+
Rbe6
Rexd5
Rxe1#
dxc6+
g6#
Rfd6
N7b6
Rdg2
R7g4
Ra5#
a3+
a2+
a1=R#
Nf8#
Rhh1
Rxa5#
Nd5#
Nef3
R8h2+
Nba7
Reg1
N2g4
Nxh4+
Bg5#
N7xf6
R5e6
Rgh8
R8h3+
R4g2
R7c2
Nexd6
cxb7+
b7#
Nge8
Nhg4
R1g7+
Rfc8+
Ndxf7
Rbg1
R8d3
R4d3+
cxb3+
Nhxg5
Rec4
Ref4
Bxg6#
N4d5
Rbc4
Rea2
Nab2
Rhg8+
Nce1
Qxc1#
Rxa6+
c4#
Rhxh2
Rcg2#
Bg1+
Rdf7
h2#
Nfxe4
Kc6+
Ncb1
Ng8+
Ndb2
N3h2
Neg2
Nhxf4
Rg4#
Na5+
Nxa5+
Rxd5+
Rdd5
Rcb5
Rbxg2+
R5g2#
Ncd8
N3a4
Rgg6
dxe6+
R2c3
R6c4
Bxd1+
Be7+
Qa7#
Nhf8
cxd6+
